Features,NO,<30,>30,Absolute_Sum
diag_2_784,-0.018604059532327664,0.2787510670103919,-0.26014700747806574,0.5575021340207853
diag_2_728,0.21951534714509485,-0.27748028296184174,0.0579649358167472,0.5549605659236838
diag_1_431,0.12967828087302036,-0.27666345877974036,0.14698517790672183,0.5533269175594826
diag_1_440,-0.27452674234875035,0.14568570777069023,0.1288410345780565,0.549053484697497
diag_2_250.1,-0.17655381277342733,0.2730538344602063,-0.0965000216867805,0.5461076689204142
medical_specialty_Otolaryngology,0.272880011644149,-0.24206347866054623,-0.03081653298360662,0.5457600232883019
diag_1_250.7,-0.27265554862498986,0.04276790559627242,0.22988764302875367,0.5453110972500159
diag_3_413,0.07419379370151057,-0.27238390138601787,0.19819010768450568,0.5447678027720342
diag_1_693,-0.20313615395751558,-0.06810764725180507,0.27124380120932096,0.5424876024186416
diag_3_840,-0.2370837893634915,-0.03372100178691753,0.2708047911504092,0.5416095823008182
diag_1_784,0.05762083032683734,-0.27032069995882707,0.21269986963199097,0.5406413999176554
diag_2_303,-0.27031178757232405,0.03883141554807784,0.23148037202424557,0.5406235751446474
diag_1_722,0.14475122230773393,-0.26991935509829174,0.12516813279056704,0.5398387101965927
diag_3_V27,0.2690183558490852,-0.1057140501908502,-0.16330430565824003,0.5380367116981755
diag_1_188,-0.22342903542176612,-0.04528454399246733,0.26871357941423163,0.5374271588284651
diag_2_595,-0.2685834882188008,0.1114455848341182,0.15713790338467878,0.5371669764375978
medical_specialty_Podiatry,-0.19772987957334845,-0.07054554238486953,0.2682754219582153,0.5365508439164333
diag_1_515,-0.26705205871282633,0.077586218110823,0.189465840602002,0.5341041174256513
diag_1_601,0.2665287779586844,-0.05985503824943139,-0.20667373970925193,0.5330575559173677
diag_1_250.11,-0.26646298013917213,0.0556819797468979,0.21078100039227735,0.5329259602783474
diag_2_719,-0.2126220954940328,-0.053838464800871504,0.26646056029490917,0.5329211205898134
diag_2_576,-0.10155025924174284,-0.16429607819698813,0.26584633743873204,0.5316926748774631
diag_3_41,0.1942557152426805,-0.26563462745237887,0.07137891220970477,0.5312692549047642
diag_3_403,-0.26548893676184876,0.18389041377277812,0.08159852298912326,0.5309778735237501
diag_3_V85,0.26501395889282875,-0.045823712729270875,-0.21919024616355762,0.5300279177856573
diag_2_V15,-0.12423239162569512,-0.1395654423237823,0.26379783394948547,0.5275956678989628
diag_2_574,0.26324787657186005,-0.20935927838594073,-0.05388859818592389,0.5264957531437247
diag_2_482,0.2625349943940192,-0.11697935580292008,-0.1455556385911022,0.5250699887880415
diag_2_211,0.2497004587663692,0.012696571383377741,-0.2623970301497447,0.5247940602994916
diag_1_358,-0.1666463094321032,0.2617011616166268,-0.09505485218452388,0.523402323233254
diag_3_456,-0.26141255787398304,0.0005304352098322827,0.26088212266414584,0.5228251157479611
diag_1_295,-0.26117576912652934,0.07647243440028109,0.18470333472625164,0.5223515382530621
diag_3_238,-0.175883986666812,0.2595539108894599,-0.08366992422264646,0.5191078217789183
diag_1_447,-0.25941199030837764,0.19741299612509078,0.061998994183287234,0.5188239806167556
diag_1_556,-0.18760989166837666,-0.07149419977827358,0.2591040914466473,0.5182081828932976
diag_1_785,0.25858113591592313,-0.12678830210802478,-0.13179283380789902,0.5171622718318469
diag_1_378,0.2580050434261927,-0.07242418670723882,-0.18558085671895258,0.516010086852384
diag_3_916,0.25730977428458157,-0.05952171479815872,-0.19778805948642444,0.5146195485691647
diag_3_286,-0.004757540719950882,0.25723600232160887,-0.25247846160166676,0.5144720046432265
diag_1_572,-0.1478967898806146,0.2566900382058382,-0.1087932483252274,0.5133800764116802
diag_1_507,-0.003010029008381027,0.25668240800932496,-0.2536723790009334,0.5133648160186395
diag_1_969,-0.2565758201235034,0.023275828677730835,0.23329999144577113,0.5131516402470053
diag_1_491,-0.2523746534469381,-0.004173019050734292,0.25654767249767174,0.5130953449953441
diag_1_860,0.06017569366997427,0.1961710835422167,-0.2563467772121911,0.5126935544243821
diag_3_V42,-0.13240329954085323,-0.1232238686404877,0.25562716818133946,0.5112543363626804
diag_3_250.4,-0.06036308436013166,-0.19501582293749004,0.25537890729763546,0.5107578145952572
diag_3_287,0.1887994642211213,-0.2550772684088017,0.06627780418768128,0.5101545368176043
diag_3_250.92,-0.25421815026973765,0.08874105618383862,0.16547709408590225,0.5084363005394785
diag_3_V62,-0.08668979226180401,-0.1673939281249664,0.25408372038676746,0.5081674407735379
diag_1_714,-0.1531400864449373,-0.10075233106020462,0.25389241750514163,0.5077848350102836
diag_2_E888,-0.2522339347161519,0.16847924003961331,0.08375469467653932,0.5044678694323045
diag_1_V55,0.024961976236856774,-0.25214867876464114,0.22718670252778456,0.5042973575292824
diag_3_568,0.20093682106237362,0.05071462747507991,-0.2516514485374534,0.5033028970749069
diag_2_342,-0.06826090489768927,0.2511634283211812,-0.18290252342348928,0.5023268566423598
diag_1_250.01,0.2511024484420982,-0.0728885913255349,-0.17821385711655888,0.502204896884192
diag_2_250.7,-0.24946678639881145,0.21622029454756642,0.03324649185124121,0.49893357279761913
admission_type_id_x_Not Available,-0.16635304746344556,-0.0827317906595947,0.24908483812310667,0.49816967624614694
diag_1_263,-0.09490680038397542,0.24705526012816975,-0.15214845974419486,0.49411052025634006
diag_1_280,-0.15408998695556514,-0.092677377753193,0.24676736470874394,0.4935347294175021
diag_3_290,0.24644998916559638,-0.20076307387658612,-0.04568691528901073,0.49289997833119326
diag_2_V85,0.0912264031647253,0.15500595250644486,-0.24623235567116136,0.4924647113423315
admission_source_id_z_ Emergency Room,-0.17944281998652226,-0.06670116103487855,0.24614398102150079,0.4922879620429016
diag_3_E812,0.24609361871754493,-0.0018769199122776752,-0.24421669880526659,0.4921872374350892
diag_1_627,0.22102761418637368,0.02470968238104124,-0.24573729656741602,0.49147459313483094
diag_3_481,-0.2105327365869269,-0.03361453940094804,0.24414727598787478,0.4882945519757497
diag_2_782,0.21834413645677286,-0.24372716394308677,0.025383027486316597,0.48745432788617626
diag_1_608,-0.11461275625875808,0.24370545108537614,-0.12909269482661687,0.4874109021707511
diag_2_465,-0.1329677897038217,0.24355772773657727,-0.11058993803275798,0.48711545547315693
diag_2_E947,-0.24338863786379056,0.01720644638200182,0.22618219148178953,0.4867772757275819
diag_1_293,-0.24297813313612185,0.11878012192424534,0.12419801121187592,0.4859562662722431
diag_2_250.01,-0.24295947125143216,0.12766331574870077,0.11529615550274237,0.4859189425028753
diag_2_277,-0.24277713334121906,0.010440989646421405,0.23233614369479447,0.48555426668243495
diag_1_522,-0.14506882116436257,-0.09744970048999176,0.24251852165435536,0.48503704330870967
diag_1_661,0.24210875419006084,-0.0828178292666619,-0.15929092492339966,0.48421750838012245
diag_2_681,-0.2419740346497019,0.10023815653195989,0.14173587811774255,0.48394806929940437
diag_3_189,0.24059134853778985,-0.13123513320131686,-0.10935621533647445,0.48118269707558115
diag_3_581,-0.04854173370926074,0.2403538790951677,-0.19181214538590968,0.4807077581903381
diag_3_996,-0.2185575680104423,0.2400295816687621,-0.02147201365831851,0.4800591633375229
diag_1_600,-0.06224223128562508,0.23950808219437875,-0.1772658509087452,0.479016164388749
diag_1_47,0.23948390875237852,-0.0019292411174289745,-0.23755466763494784,0.47896781750475537
race_Asian,0.16892398592200125,0.07047583194575877,-0.23939981786776088,0.47879963573552087
diag_3_719,-0.0889686624395327,0.23920993534027502,-0.1502412729007408,0.47841987068054853
diag_1_566,0.037503994106010255,-0.2392016082431298,0.20169761413712078,0.47840321648626083
diag_1_153,0.06561249140896805,-0.23913767505076045,0.1735251836417871,0.4782753501015156
medical_specialty_Surgery-Cardiovascular,0.23827618457867114,-0.11119956993590188,-0.12707661464277287,0.4765523691573459
diag_2_331,0.23685419674800848,-0.1628620002161315,-0.07399219653187987,0.47370839349601984
diag_1_786,0.03840517632138648,-0.23565823246193085,0.19725305614045033,0.47131646492376766
diag_2_286,-0.23554296760602308,0.11570662680129218,0.11983634080472713,0.47108593521204245
diag_3_E880,0.1387188674287808,0.09662781349962325,-0.23534668092840416,0.4706933618568082
diag_1_154,0.23525911110669953,-0.1860607092224115,-0.049198401884285606,0.4705182222133966
diag_2_396,-0.02369105371996339,-0.21116421207587627,0.23485526579584193,0.4697105315916816
diag_3_162,-0.07960892938781418,0.2339009758315514,-0.15429204644373568,0.46780195166310123
medical_specialty_Psychiatry,-0.11882714228209443,0.23345612550827347,-0.11462898322619018,0.4669122510165581
diag_2_556,0.23336791328156273,-0.08753798735684767,-0.145829925924716,0.4667358265631264
diag_3_277,0.11841855950311113,0.11446374988355228,-0.23288230938666402,0.4657646187733274
admission_source_id_z_Transfer from a hospital,0.23256868534774316,-0.034053886093644126,-0.19851479925411758,0.46513737069550487
diag_1_404,-0.15386528661985985,-0.07867974986852382,0.23254503648838604,0.4650900729767697
diag_2_337,0.23172607961327288,-0.04999448566208024,-0.18173159395119376,0.46345215922654687
diag_3_873,0.23127071481242115,-0.08644611199848407,-0.1448246028139331,0.4625414296248383
diag_1_162,0.0873602730310142,0.14387077941662102,-0.23123105244763545,0.4624621048952706
diag_3_486,-0.09838784947745587,0.23091463921423178,-0.1325267897367744,0.46182927842846205
diag_3_250.42,-0.1967594741426179,0.22964087132401922,-0.03288139718140373,0.4592817426480409
diag_3_V64,0.026121325933898515,0.203158572260782,-0.22927989819467917,0.4585597963893597
diag_3_443,-0.10415522068517236,-0.12430180756729362,0.2284570282524676,0.45691405650493355
diag_1_526,-0.22774912297699262,0.13551242250747464,0.09223670046951876,0.455498245953986
diag_3_250.81,-0.14140279287994414,0.2275918443535581,-0.08618905147361232,0.45518368870711456
diag_1_573,-0.06468004724980472,-0.16256754535677712,0.22724759260658428,0.4544951852131661
diag_1_783,0.22679027312000213,-0.12323215392156894,-0.10355811919843219,0.4535805462400032
diag_1_250.4,-0.10096779938585403,-0.12571035505401146,0.22667815443986009,0.45335630887972556
diag_2_959,-0.22609098370455954,0.01923484534429165,0.20685613836026787,0.4521819674091191
admission_source_id_z_HMO Referral,-0.1705056623752037,0.22597874370256094,-0.05547308132735501,0.45195748740511965
diag_1_235,0.22562633191194423,-0.024213939247006988,-0.2014123926649383,0.4512526638238895
diag_1_588,-0.22538682675349309,0.0364417975127012,0.1889450292407927,0.450773653506987
discharge_disposition_id_y_Discharged/transferred to ICF,0.05861009393803268,-0.22467033355647514,0.1660602396184393,0.4493406671129471
diag_2_398,0.22461601584141141,-0.12264053644270687,-0.10197547939870402,0.44923203168282233
diag_2_305,0.17805853373955846,-0.22440885574302988,0.04635032200346844,0.44881771148605676
diag_1_801,0.22359607364704434,-0.06053803794628927,-0.16305803570075184,0.44719214729408546
diag_1_618,0.2229380379471935,-0.13273692828435119,-0.09020110966283905,0.44587607589438377
diag_1_733,-0.21803219317435274,-0.004842677443952812,0.2228748706182957,0.44574974123660127
diag_1_199,0.0623820403059529,0.16029422542316552,-0.22267626572911944,0.44535253145823783
diag_3_V45,-0.08372689877444911,-0.13833845610012352,0.22206535487454213,0.4441307097491147
diag_3_709,-0.22175784916149893,0.016934567793650965,0.20482328136785105,0.443515698323001
diag_2_572,0.08910987257106784,0.132371659281362,-0.22148153185243488,0.4429630637048647
diag_1_644,-0.09358758438594772,0.22148084785308733,-0.12789326346713906,0.44296169570617405
diag_2_138,-0.1739074097701737,-0.04751874664070276,0.22142615641087732,0.44285231282175375
diag_3_492,0.2043656712131248,-0.22139058015911964,0.017024908946001564,0.442781160318246
diag_1_621,0.22137187436847097,-0.07685195356681365,-0.14451992080165507,0.44274374873693967
diag_1_303,0.10088305857772341,-0.22095916690381512,0.12007610832609597,0.44191833380763446
diag_1_682,0.0625839959317291,-0.21994893059577972,0.15736493466400794,0.43989786119151675
diag_3_197,0.007418080473158816,0.2124763002492828,-0.21989438072244802,0.43978876144488965
diag_2_487,0.21967268565575,-0.055021808774398696,-0.16465087688135072,0.4393453713114994
diag_1_9,-0.13155276680172268,-0.08792286996999768,0.21947563677171816,0.43895127354343855
diag_3_199,-0.07400659676875708,0.21913410137334044,-0.14512750460458604,0.43826820274668354
diag_1_335,-0.1848249644035063,-0.03375473379472782,0.21857969819823264,0.4371593963964667
diag_3_250.53,-0.2182010428278165,0.06779743482160042,0.1504036080062176,0.4364020856556345
diag_3_781,-0.21786342293463717,0.05628142587542555,0.16158199705921292,0.4357268458692757
diag_2_799,0.13276193945825088,0.08498264166244443,-0.2177445811206915,0.4354891622413868
diag_3_E879,-0.18828288684651384,-0.029240305738335134,0.21752319258484984,0.43504638516969885
diag_3_999,0.15510836158326652,0.062310126864697946,-0.21741848844796802,0.4348369768959325
diag_3_250.51,-0.21731371060028773,0.13054100512720168,0.08677270547308238,0.43462742120057174
diag_2_250.81,-0.21718603408205553,0.16444312389659324,0.05274291018546025,0.434372068164109
diag_1_664,0.21685582044131252,-0.05079043526455062,-0.16606538517676442,0.4337116408826276
diag_1_V53,0.21619561140780247,-0.14925376211795904,-0.06694184928984326,0.43239122281560477
diag_2_600,-0.1401752557062016,-0.075080900690991,0.21525615639719245,0.43051231279438507
diag_3_250.7,-0.20000000941705087,0.21437451054071047,-0.014374501123660375,0.4287490210814217
diag_1_345,0.21432251553889986,-0.142406385480809,-0.07191613005808808,0.42864503107779695
diag_3_824,0.21392927951954274,-0.052627381942562806,-0.1613018975769808,0.4278585590390863
diag_1_550,0.1070636192473772,0.10663939635929028,-0.21370301560666702,0.42740603121333454
diag_3_366,-0.18439579655245034,-0.02905350686269229,0.21344930341514196,0.4268986068302846
diag_2_150,-0.21269254351038583,0.19128930535916583,0.021403238151219587,0.42538508702077127
diag_1_730,-0.12792981130845701,-0.08464598248329434,0.21257579379175814,0.42515158758350946
diag_1_473,-0.21242601248622062,0.07117507135100773,0.14125094113521247,0.42485202497244084
diag_2_368,-0.21237854204036505,0.070777868656043,0.14160067338432003,0.4247570840807281
diag_1_567,-0.20641663884946596,0.21228722765141733,-0.0058705888019530425,0.4245744553028364
medical_specialty_ObstetricsandGynecology,0.21149517281543953,-0.09099611275030123,-0.12049906006514452,0.42299034563088533
diag_1_171,-0.2111637558914991,0.025596168333707495,0.18556758755779393,0.42232751178300054
diag_2_710,-0.11323182636750878,-0.09720960609303139,0.2104414324605444,0.42088286492108457
diag_2_292,-0.11830523760489926,0.21044040105997125,-0.0921351634550734,0.4208808021199439
diag_1_251,-0.13705839587471408,-0.07322352239364137,0.21028191826835488,0.42056383653671037
diag_2_250.2,0.2101090019972529,-0.06253499750401044,-0.14757400449324268,0.42021800399450604
diag_1_593,-0.11906509180281638,0.20988552229216725,-0.09082043048935139,0.419771044584335
diag_2_151,-0.09455811990853413,-0.1151119563410094,0.209670076249544,0.4193401524990875
diag_1_557,0.10532713202066069,0.10430008871141622,-0.2096272207320843,0.41925444146416124
diag_1_291,0.08718004617744503,0.12223820126162956,-0.20941824743907791,0.4188364948781525
diag_3_453,-0.20938846869248887,0.18588703976410165,0.023501428928379753,0.4187769373849703
diag_1_421,-0.05876530907361187,0.20864952029955613,-0.1498842112259409,0.41729904059910894
medical_specialty_Hematology/Oncology,-0.12495402159601199,0.20847985996023902,-0.08352583836423003,0.416959719920481
diag_3_196,-0.2083701623191004,0.19151926174450828,0.016850900574595918,0.41674032463820465
diag_1_198,0.11911904369492597,0.088948323002017,-0.2080673666969423,0.4161347333938853
diag_2_794,0.11209785961585672,0.09591718490666033,-0.20801504452251546,0.4160300890450325
diag_2_94,-0.20801426981064672,0.053041507498206054,0.15497276231244195,0.4160285396212947
diag_2_266,-0.1723154561131016,-0.03549296299901419,0.20780841911211437,0.4156168382242301
diag_2_205,-0.20773727135793205,0.11602632287240072,0.09171094848552899,0.4154745427158617
diag_1_511,-0.036191576015526,0.2077112244757327,-0.17151964846020562,0.4154224489514643
diag_3_250.22,-0.15519601468010089,-0.052078295516447264,0.2072743101965491,0.41454862039309726
diag_1_659,0.20672108159782743,-0.1104215424745729,-0.09629953912325424,0.4134421631956546
diag_3_201,-0.15492444808543462,-0.05166571736052618,0.20659016544595987,0.4131803308919207
medical_specialty_Gastroenterology,-0.20656395013466136,0.14062433215414186,0.06593961798051753,0.4131279002693208
diag_1_571,-0.1452165181069266,0.20624289778682997,-0.06102637967990262,0.41248579557365916
diag_2_435,0.1340898375043701,-0.20601951647274672,0.07192967896837837,0.4120390329454952
diag_3_438,-0.11622591147351875,0.20591580065626766,-0.08968988918274953,0.41183160131253593
diag_3_595,0.1116496197990952,-0.2052605607450871,0.09361094094599194,0.4105211214901742
acarbose_Steady,-0.1110288437586276,-0.09409226590052684,0.20512110965915215,0.41024221931830657
diag_1_346,0.2050171910144217,-0.141913460285462,-0.06310373072896008,0.4100343820288438
diag_1_625,0.20436160610249082,-0.04395947980896742,-0.16040212629352607,0.4087232122049843
medical_specialty_Surgery-Neuro,0.20409896943155054,-0.07840650082844496,-0.12569246860312266,0.40819793886311817
medical_specialty_Surgery-Plastic,-0.0846197003981144,0.20380391827419278,-0.11918421787607641,0.40760783654838356
diag_3_465,0.17400541587048732,-0.20367328047506178,0.029667864604573213,0.4073465609501223
diag_2_288,-0.20364422867897602,0.14841740077083027,0.055226827908145065,0.4072884573579514
medical_specialty_Pediatrics-CriticalCare,-0.0032379801515660823,-0.20027171537996044,0.2035096955315282,0.40701939106305474
diag_2_404,-0.1776552161424545,-0.025592102319828666,0.2032473184622786,0.4064946369245618
diag_2_250.4,-0.20309610336541536,0.0039214423991860495,0.19917466096622705,0.40619220673082845
diag_3_511,0.0158902336437733,0.18656918636062186,-0.2024594200043951,0.40491884000879025
diag_2_514,0.20221601099744466,-0.03748522040105121,-0.16473079059639353,0.40443202199488937
diag_1_558,-0.09096067064564362,0.20139630113823645,-0.11043563049260512,0.4027926022764852
diag_1_396,0.01638667615946239,0.18412125188535752,-0.20050792804482098,0.4010158560896409
diag_3_571,-0.20045149187087644,0.019409383359114595,0.1810421085117612,0.40090298374175226
diag_2_577,-0.051865455498250466,0.20003069139169888,-0.1481652358934553,0.40006138278340464
diag_1_423,-0.040840762356593265,0.19975711356669093,-0.15891635121009817,0.39951422713338236
diag_1_310,0.19953620073829795,-0.022539953985416285,-0.17699624675288195,0.3990724014765962
diag_1_250,0.1958603956692784,0.003569295181250983,-0.1994296908505268,0.39885938170105617
pioglitazone_No,0.19926280511612537,-0.08385546678938942,-0.11540733832679725,0.39852561023231203
diag_3_555,-0.18638438601287932,-0.012206279616961918,0.1985906656298402,0.39718133125968147
diag_2_625,0.07584922467085721,0.12273259439511361,-0.19858181906597053,0.39716363813194133
diag_2_492,0.0038466071329295443,0.19425378611379507,-0.1981003932467242,0.3962007864934488
